行业名称	股票代码	股票名称
	300060	苏州恒久
采掘	000159	国际实业
采掘	000409	山东地矿
采掘	000552	靖远煤电
采掘	000571	新大洲A
采掘	000629	攀钢钒钛
采掘	000655	金岭矿业
采掘	000683	远兴能源
采掘	000723	美锦能源
采掘	000762	西藏矿业
采掘	000780	平庄能源
采掘	000835	四川圣达
采掘	000933	神火股份
采掘	000937	冀中能源
采掘	000968	煤气化
采掘	000983	西山煤电
采掘	002128	露天煤业
采掘	002207	准油股份
采掘	002554	惠博普
采掘	002629	仁智油服
采掘	300084	海默科技
采掘	300157	恒泰艾普
采掘	300164	通源石油
采掘	300191	潜能恒信
采掘	300370	安控科技
采掘	600121	郑州煤电
采掘	600123	兰花科创
采掘	600157	永泰能源
采掘	600179	黑化股份
采掘	600188	兖州煤业
采掘	600193	创兴资源
采掘	600295	鄂尔多斯
采掘	600348	阳泉煤业
采掘	600381	*ST贤成
采掘	600395	盘江股份
采掘	600397	安源煤业
采掘	600403	大有能源
采掘	600408	安泰集团
采掘	600508	上海能源
采掘	600532	宏达矿业
采掘	600546	山煤国际
采掘	600583	海油工程
采掘	600652	爱使股份
采掘	600714	金瑞矿业
采掘	600721	百花村
采掘	600740	山西焦化
采掘	600792	云煤能源
采掘	600882	华联矿业
采掘	600971	恒源煤电
采掘	600997	开滦股份
采掘	601001	大同煤业
采掘	601011	宝泰隆
采掘	601015	陕西黑猫
采掘	601088	中国神华
采掘	601101	昊华能源
采掘	601225	陕西煤业
采掘	601666	平煤股份
采掘	601699	潞安环能
采掘	601808	中海油服
采掘	601857	中国石油
采掘	601898	中煤能源
采掘	601918	国投新集
采掘	601969	海南矿业
传媒	000156	华数传媒
传媒	000503	海虹控股
传媒	000504	*ST传媒
传媒	000665	湖北广电
传媒	000673	当代东方
传媒	000681	视觉中国
传媒	000719	大地传媒
传媒	000793	华闻传媒
传媒	000917	电广传媒
传媒	002095	生意宝
传媒	002148	北纬通信
传媒	002174	游族网络
传媒	002181	粤传媒
传媒	002238	天威视讯
传媒	002261	拓维信息
传媒	002292	奥飞动漫
传媒	002315	焦点科技
传媒	002354	科冕木业
传媒	002400	省广股份
传媒	002555	顺荣股份
传媒	002712	思美传媒
传媒	300027	华谊兄弟
传媒	300043	互动娱乐
传媒	300052	中青宝
传媒	300058	蓝色光标
传媒	300059	东方财富
传媒	300071	华谊嘉信
传媒	300104	乐视网
传媒	300113	顺网科技
传媒	300133	华策影视
传媒	300148	天舟文化
传媒	300226	上海钢联
传媒	300251	光线传媒
传媒	300288	朗玛信息
传媒	300291	华录百纳
传媒	300295	三六五网
传媒	300315	掌趣科技
传媒	300336	新文化
传媒	300359	全通教育
传媒	300383	光环新网
传媒	300392	腾信股份
传媒	600037	歌华有线
传媒	600088	中视传媒
传媒	600373	中文传媒
传媒	600386	北巴传媒
传媒	600551	时代出版
传媒	600633	浙报传媒
传媒	600637	百视通
传媒	600661	新南洋
传媒	600757	长江传媒
传媒	600804	鹏博士
传媒	600825	新华传媒
传媒	600831	广电网络
传媒	600832	东方明珠
传媒	600880	博瑞传播
传媒	601098	中南传媒
传媒	601801	皖新传媒
传媒	601928	凤凰传媒
传媒	601929	吉视传媒
传媒	601999	出版传媒
传媒	603000	人民网
电气设备	000400	许继电气
电气设备	000585	东北电气
电气设备	000682	东方电子
电气设备	000806	银河投资
电气设备	000862	银星能源
电气设备	000922	佳电股份
电气设备	000967	上风高科
电气设备	002028	思源电气
电气设备	002058	威尔泰
电气设备	002074	东源电器
电气设备	002090	金智科技
电气设备	002112	三变科技
电气设备	002121	科陆电子
电气设备	002123	荣信股份
电气设备	002168	深圳惠程
电气设备	002169	智光电气
电气设备	002176	江特电机
电气设备	002180	万力达
电气设备	002184	海得控制
电气设备	002196	方正电机
电气设备	002202	金风科技
电气设备	002212	南洋股份
电气设备	002218	拓日新能
电气设备	002227	奥特迅
电气设备	002249	大洋电机
电气设备	002255	海陆重工
电气设备	002266	浙富控股
电气设备	002276	万马股份
电气设备	002298	鑫龙电器
电气设备	002300	太阳电缆
电气设备	002309	中利科技
电气设备	002322	理工监测
电气设备	002323	中联电气
电气设备	002334	英威腾
电气设备	002335	科华恒盛
电气设备	002339	积成电子
电气设备	002350	北京科锐
电气设备	002356	浩宁达
电气设备	002358	森源电气
电气设备	002359	齐星铁塔
电气设备	002364	中恒电气
电气设备	002441	众业达
电气设备	002451	摩恩电气
电气设备	002452	长高集团
电气设备	002471	中超电缆
电气设备	002498	汉缆股份
电气设备	002518	科士达
电气设备	002527	新时达
电气设备	002531	天顺风能
电气设备	002533	金杯电工
电气设备	002534	杭锅股份
电气设备	002545	东方铁塔
电气设备	002546	新联电子
电气设备	002560	通达股份
电气设备	002576	通达动力
电气设备	002580	圣阳股份
电气设备	002606	大连电瓷
电气设备	002610	爱康科技
电气设备	002617	露笑科技
电气设备	002622	永大集团
电气设备	002630	华西能源
电气设备	002665	首航节能
电气设备	002692	远程电缆
电气设备	002706	良信电器
电气设备	002733	雄韬股份
电气设备	300001	特锐德
电气设备	300011	鼎汉技术
电气设备	300018	中元华电
电气设备	300029	天龙光电
电气设备	300040	九洲电气
电气设备	300048	合康变频
电气设备	300062	中能电气
电气设备	300068	南都电源
电气设备	300069	金利华电
电气设备	300105	龙源技术
电气设备	300111	向日葵
电气设备	300118	东方日升
电气设备	300120	经纬电材
电气设备	300124	汇川技术
电气设备	300129	泰胜风能
电气设备	300140	启源装备
电气设备	300141	和顺电气
电气设备	300152	燃控科技
电气设备	300153	科泰电源
电气设备	300208	恒顺电气
电气设备	300215	电科院
电气设备	300222	科大智能
电气设备	300242	明家科技
电气设备	300265	通光线缆
电气设备	300274	阳光电源
电气设备	300283	温州宏丰
电气设备	300286	安科瑞
电气设备	300308	中际装备
电气设备	300316	晶盛机电
电气设备	300341	麦迪电气
电气设备	300356	光一科技
电气设备	300360	炬华科技
电气设备	300362	天保重装
电气设备	300372	欣泰电气
电气设备	300376	易事特
电气设备	300393	中来股份
电气设备	300407	凯发电气
电气设备	600089	特变电工
电气设备	600110	中科英华
电气设备	600112	天成控股
电气设备	600151	航天机电
电气设备	600192	长城电工
电气设备	600202	哈空调
电气设备	600268	国电南自
电气设备	600290	华仪电气
电气设备	600312	平高电气
电气设备	600353	旭光股份
电气设备	600379	宝光股份
电气设备	600401	海润光伏
电气设备	600405	动力源
电气设备	600406	国电南瑞
电气设备	600416	湘电股份
电气设备	600468	百利电气
电气设备	600475	华光股份
电气设备	600517	置信电气
电气设备	600525	长园集团
电气设备	600537	亿晶光电
电气设备	600550	*ST天威
电气设备	600580	卧龙电气
电气设备	600590	泰豪科技
电气设备	600847	万里股份
电气设备	600869	智慧能源
电气设备	600875	东方电气
电气设备	600885	宏发股份
电气设备	600973	宝胜股份
电气设备	601012	隆基股份
电气设备	601126	四方股份
电气设备	601179	中国西电
电气设备	601218	吉鑫科技
电气设备	601222	林洋电子
电气设备	601558	*ST锐电
电气设备	601567	三星电气
电气设备	601616	广电电气
电气设备	601700	风范股份
电气设备	601727	上海电气
电气设备	601877	正泰电器
电气设备	601908	京运通
电气设备	603100	川仪股份
电气设备	603333	明星电缆
电气设备	603606	东方电缆
电气设备	603806	福斯特
电气设备	603988	中电电机
电子	000020	深华发A
电子	000045	深纺织A
电子	000049	德赛电池
电子	000050	深天马A
电子	000413	东旭光电
电子	000532	力合股份
电子	000536	华映科技
电子	000541	佛山照明
电子	000636	风华高科
电子	000725	京东方A
电子	000727	华东科技
电子	000733	振华科技
电子	000823	超声电子
电子	000988	华工科技
电子	002005	德豪润达
电子	002008	大族激光
电子	002025	航天电器
电子	002045	国光电器
电子	002049	同方国芯
电子	002055	得润电子
电子	002056	横店东磁
电子	002076	雪莱特
电子	002079	苏州固锝
电子	002106	莱宝高科
电子	002119	康强电子
电子	002129	中环股份
电子	002134	*ST普林
电子	002137	实益达
电子	002138	顺络电子
电子	002139	拓邦股份
电子	002141	蓉胜超微
电子	002156	通富微电
电子	002161	远望谷
电子	002179	中航光电
电子	002185	华天科技
电子	002188	新嘉联
电子	002189	利达光电
电子	002199	东晶电子
电子	002214	大立科技
电子	002222	福晶科技
电子	002241	歌尔声学
电子	002257	立立电子
电子	002273	水晶光电
电子	002288	超华科技
电子	002289	宇顺电子
电子	002351	漫步者
电子	002369	卓翼科技
电子	002371	七星电子
电子	002384	东山精密
电子	002388	新亚制程
电子	002389	南洋科技
电子	002402	和而泰
电子	002414	高德红外
电子	002436	兴森科技
电子	002449	国星光电
电子	002456	欧菲光
电子	002463	沪电股份
电子	002475	立讯精密
电子	002484	江海股份
电子	002504	东光微电
电子	002512	达华智能
电子	002547	春兴精工
电子	002579	中京电子
电子	002587	奥拓电子
电子	002618	丹邦科技
电子	002635	安洁科技
电子	002636	金安国纪
电子	002638	勤上光电
电子	002654	万润科技
电子	002655	共达电声
电子	002660	茂硕电源
电子	002724	海洋王
电子	002729	好利来
电子	300014	亿纬锂能
电子	300032	金龙机电
电子	300046	台基股份
电子	300053	欧比特
电子	300076	GQY视讯
电子	300077	国民技术
电子	300078	中瑞思创
电子	300083	劲胜精密
电子	300088	长信科技
电子	300102	乾照光电
电子	300115	长盈精密
电子	300128	锦富新材
电子	300131	英唐智控
电子	300136	信维通信
电子	300139	福星晓程
电子	300162	雷曼光电
电子	300183	东软载波
电子	300184	力源信息
电子	300207	欣旺达
电子	300219	鸿利光电
电子	300220	金运激光
电子	300223	北京君正
电子	300227	光韵达
电子	300232	洲明科技
电子	300241	瑞丰光电
电子	300256	星星科技
电子	300269	联建光电
电子	300279	和晶科技
电子	300282	汇冠股份
电子	300296	利亚德
电子	300301	长方照明
电子	300303	聚飞光电
电子	300317	珈伟股份
电子	300319	麦捷科技
电子	300322	硕贝德
电子	300323	华灿光电
电子	300327	中颖电子
电子	300328	宜安科技
电子	300331	苏大维格
电子	300340	科恒股份
电子	300346	南大光电
电子	300373	扬杰科技
电子	300389	艾比森
电子	300390	天华超净
电子	300408	三环集团
电子	600071	凤凰光学
电子	600171	上海贝岭
电子	600183	生益科技
电子	600203	福日电子
电子	600206	有研新材
电子	600237	铜峰电子
电子	600261	阳光照明
电子	600288	大恒科技
电子	600360	华微电子
电子	600363	联创光电
电子	600460	士兰微
电子	600563	法拉电子
电子	600584	长电科技
电子	600602	仪电电子
电子	600651	飞乐音响
电子	600654	飞乐股份
电子	600667	太极实业
电子	600703	三安光电
电子	600707	彩虹股份
电子	600800	天津磁卡
电子	601231	环旭电子
电子	603005	晶方科技
电子	603328	依顿电子
房地产	000002	万科A
房地产	000005	世纪星源
房地产	000006	深振业A
房地产	000011	深物业A
房地产	000014	沙河股份
房地产	000024	招商地产
房地产	000029	深深房A
房地产	000031	中粮地产
房地产	000036	华联控股
房地产	000038	深大通
房地产	000040	宝安地产
房地产	000042	中洲控股
房地产	000043	中航地产
房地产	000046	泛海控股
房地产	000056	深国商
房地产	000069	华侨城A
房地产	000090	天健集团
房地产	000150	宜华地产
房地产	000402	金融街
房地产	000502	绿景控股
房地产	000505	珠江控股
房地产	000506	中润资源
房地产	000514	渝开发
房地产	000517	荣安地产
房地产	000526	银润投资
房地产	000534	万泽股份
房地产	000537	广宇发展
房地产	000540	中天城投
房地产	000558	莱茵置业
房地产	000567	海德股份
房地产	000573	粤宏远A
房地产	000608	阳光股份
房地产	000609	绵世股份
房地产	000616	亿城投资
房地产	000620	新华联
房地产	000631	顺发恒业
房地产	000638	万方发展
房地产	000656	金科股份
房地产	000667	美好集团
房地产	000668	荣丰控股
房地产	000670	盈方微
房地产	000671	阳光城
房地产	000691	亚太实业
房地产	000718	苏宁环球
房地产	000732	泰禾集团
房地产	000736	中房地产
房地产	000797	中国武夷
房地产	000803	金宇车城
房地产	000809	铁岭新城
房地产	000838	国兴地产
房地产	000863	三湘股份
房地产	000886	海南高速
房地产	000897	津滨发展
房地产	000909	数源科技
房地产	000918	嘉凯城
房地产	000926	福星股份
房地产	000931	中关村
房地产	000961	中南建设
房地产	000965	天保基建
房地产	000979	中弘股份
房地产	000981	银亿股份
房地产	002016	世荣兆业
房地产	002077	大港股份
房地产	002133	广宇集团
房地产	002146	荣盛发展
房地产	002208	合肥城建
房地产	002244	滨江集团
房地产	002285	世联行
房地产	002305	南国置业
房地产	600007	中国国贸
房地产	600048	保利地产
房地产	600052	浙江广厦
房地产	600064	南京高科
房地产	600067	冠城大通
房地产	600094	大名城
房地产	600095	哈高科
房地产	600113	浙江东日
房地产	600149	廊坊发展
房地产	600158	中体产业
房地产	600159	大龙地产
房地产	600162	香江控股
房地产	600173	卧龙地产
房地产	600175	美都能源
房地产	600185	格力地产
房地产	600208	新湖中宝
房地产	600215	长春经开
房地产	600223	鲁商置业
房地产	600225	天津松江
房地产	600239	云南城投
房地产	600240	华业地产
房地产	600246	万通地产
房地产	600266	北京城建
房地产	600322	天房发展
房地产	600325	华发股份
房地产	600340	华夏幸福
房地产	600376	首开股份
房地产	600383	金地集团
房地产	600393	东华实业
房地产	600463	空港股份
房地产	600503	华丽家族
房地产	600533	栖霞建设
房地产	600555	九龙山
房地产	600565	迪马股份
房地产	600568	中珠控股
房地产	600576	万好万家
房地产	600604	市北高新
房地产	600606	金丰投资
房地产	600615	丰华股份
房地产	600620	天宸股份
房地产	600621	华鑫股份
房地产	600622	嘉宝集团
房地产	600638	新黄浦
房地产	600639	浦东金桥
房地产	600641	万业企业
房地产	600647	同达创业
房地产	600648	外高桥
房地产	600649	城投控股
房地产	600657	信达地产
房地产	600658	电子城
房地产	600663	陆家嘴
房地产	600665	天地源
房地产	600675	中华企业
房地产	600683	京投银泰
房地产	600684	珠江实业
房地产	600696	多伦股份
房地产	600716	凤凰股份
房地产	600724	宁波富达
房地产	600732	上海新梅
房地产	600734	实达集团
房地产	600736	苏州高新
房地产	600743	华远地产
房地产	600745	中茵股份
房地产	600748	上实发展
房地产	600753	东方银星
房地产	600759	洲际油气
房地产	600767	运盛实业
房地产	600773	西藏城投
房地产	600777	新潮实业
房地产	600791	京能置业
房地产	600807	天业股份
房地产	600823	世茂股份
房地产	600890	中房股份
房地产	600895	张江高科
房地产	601588	北辰实业
纺织服装	000158	常山股份
纺织服装	000726	鲁泰A
纺织服装	000779	*ST派神
纺织服装	000810	创维数字
纺织服装	000850	华茂股份
纺织服装	000902	新洋丰
纺织服装	000955	欣龙控股
纺织服装	000971	蓝鼎控股
纺织服装	000982	中银绒业
纺织服装	002003	伟星股份
纺织服装	002029	七匹狼
纺织服装	002034	美欣达
纺织服装	002036	宜科科技
纺织服装	002042	华孚色纺
纺织服装	002044	江苏三友
纺织服装	002070	众和股份
纺织服装	002072	凯瑞德
纺织服装	002083	孚日股份
纺织服装	002087	新野纺织
纺织服装	002098	浔兴股份
纺织服装	002144	宏达高科
纺织服装	002154	报喜鸟
纺织服装	002193	山东如意
纺织服装	002239	金飞达
纺织服装	002269	美邦服饰
纺织服装	002291	星期六
纺织服装	002293	罗莱家纺
纺织服装	002327	富安娜
纺织服装	002394	联发股份
纺织服装	002397	梦洁家纺
纺织服装	002404	嘉欣丝绸
纺织服装	002425	凯撒股份
纺织服装	002485	希努尔
纺织服装	002486	嘉麟杰
纺织服装	002494	华斯股份
纺织服装	002503	搜于特
纺织服装	002516	江苏旷达
纺织服装	002517	泰亚股份
纺织服装	002563	森马服饰
纺织服装	002569	步森股份
纺织服装	002612	朗姿股份
纺织服装	002634	棒杰股份
纺织服装	002640	百圆裤业
纺织服装	002656	卡奴迪路
纺织服装	002674	兴业科技
纺织服装	002687	乔治白
纺织服装	002699	美盛文化
纺织服装	002720	宏良股份
纺织服装	300005	探路者
纺织服装	600070	浙江富润
纺织服装	600107	美尔雅
纺织服装	600137	浪莎股份
纺织服装	600152	维科精华
纺织服装	600156	华升股份
纺织服装	600177	雅戈尔
纺织服装	600220	江苏阳光
纺织服装	600232	金鹰股份
纺织服装	600233	大杨创世
纺织服装	600272	开开实业
纺织服装	600273	华芳纺织
纺织服装	600370	三房巷
纺织服装	600398	海澜之家
纺织服装	600400	红豆股份
纺织服装	600448	华纺股份
纺织服装	600483	福能股份
纺织服装	600493	凤竹纺织
纺织服装	600510	黑牡丹
纺织服装	600626	申达股份
纺织服装	600630	龙头股份
纺织服装	600689	*ST三毛
纺织服装	600987	航民股份
纺织服装	601339	百隆东方
纺织服装	601566	九牧王
纺织服装	601599	鹿港科技
纺织服装	601718	际华集团
纺织服装	603001	奥康国际
纺织服装	603518	维格娜丝
纺织服装	603555	贵人鸟
非银金融	000415	渤海租赁
非银金融	000562	宏源证券
非银金融	000563	陕国投A
非银金融	000666	经纬纺机
非银金融	000686	东北证券
非银金融	000728	国元证券
非银金融	000750	国海证券
非银金融	000776	广发证券
非银金融	000783	长江证券
非银金融	000996	中国中期
非银金融	002500	山西证券
非银金融	002673	西部证券
非银金融	600030	中信证券
非银金融	600109	国金证券
非银金融	600291	西水股份
非银金融	600369	西南证券
非银金融	600635	大众公用
非银金融	600643	爱建股份
非银金融	600705	中航资本
非银金融	600747	大连控股
非银金融	600783	鲁信创投
非银金融	600816	安信信托
非银金融	600830	香溢融通
非银金融	600837	海通证券
非银金融	600999	招商证券
非银金融	601099	太平洋
非银金融	601318	中国平安
非银金融	601336	新华保险
非银金融	601377	兴业证券
非银金融	601555	东吴证券
非银金融	601601	中国太保
非银金融	601628	中国人寿
非银金融	601688	华泰证券
非银金融	601788	光大证券
非银金融	601901	方正证券
钢铁	000708	大冶特钢
钢铁	000709	河北钢铁
钢铁	000717	韶钢松山
钢铁	000761	本钢板材
钢铁	000778	新兴铸管
钢铁	000825	太钢不锈
钢铁	000898	鞍钢股份
钢铁	000906	物产中拓
钢铁	000932	华菱钢铁
钢铁	000959	首钢股份
钢铁	002075	沙钢股份
钢铁	002110	三钢闽光
钢铁	002318	久立特材
钢铁	002443	金洲管道
钢铁	002478	常宝股份
钢铁	600005	武钢股份
钢铁	600010	包钢股份
钢铁	600019	宝钢股份
钢铁	600022	山东钢铁
钢铁	600117	西宁特钢
钢铁	600126	杭钢股份
钢铁	600231	凌钢股份
钢铁	600282	*ST南钢
钢铁	600307	酒钢宏兴
钢铁	600399	抚顺特钢
钢铁	600507	方大特钢
钢铁	600569	安阳钢铁
钢铁	600581	八一钢铁
钢铁	600782	新钢股份
钢铁	600784	鲁银投资
钢铁	600808	马钢股份
钢铁	601003	柳钢股份
钢铁	601005	重庆钢铁
公用事业	000027	深圳能源
公用事业	000035	中国天楹
公用事业	000037	深南电A
公用事业	000531	穗恒运A
公用事业	000539	粤电力A
公用事业	000543	皖能电力
公用事业	000544	中原环保
公用事业	000598	兴蓉投资
公用事业	000600	建投能源
公用事业	000601	韶能股份
公用事业	000669	金鸿能源
公用事业	000685	中山公用
公用事业	000690	宝新能源
公用事业	000692	惠天热电
公用事业	000695	滨海能源
公用事业	000712	锦龙股份
公用事业	000720	新能泰山
公用事业	000722	湖南发展
公用事业	000767	漳泽电力
公用事业	000791	甘肃电投
公用事业	000826	桑德环境
公用事业	000875	吉电股份
公用事业	000883	湖北能源
公用事业	000899	赣能股份
公用事业	000925	众合机电
公用事业	000939	凯迪电力
公用事业	000958	东方能源
公用事业	000966	长源电力
公用事业	000993	闽东电力
公用事业	001896	豫能控股
公用事业	002039	黔源电力
公用事业	002267	陕天然气
公用事业	002341	新纶科技
公用事业	002479	富春环保
公用事业	002573	国电清新
公用事业	002672	东江环保
公用事业	002700	新疆浩源
公用事业	300055	万邦达
公用事业	300056	三维丝
公用事业	300070	碧水源
公用事业	300090	盛运股份
公用事业	300125	易世达
公用事业	300156	神雾环保
公用事业	300172	中电环保
公用事业	300187	永清环保
公用事业	300190	维尔利
公用事业	300262	巴安水务
公用事业	300332	天壕节能
公用事业	300334	津膜科技
公用事业	300335	迪森股份
公用事业	300388	国祯环保
公用事业	600008	首创股份
公用事业	600011	华能国际
公用事业	600021	上海电力
公用事业	600023	浙能电力
公用事业	600027	华电国际
公用事业	600098	广州发展
公用事业	600101	明星电力
公用事业	600116	三峡水利
公用事业	600131	岷江水电
公用事业	600167	联美控股
公用事业	600168	武汉控股
公用事业	600187	国中水务
公用事业	600236	桂冠电力
公用事业	600283	钱江水利
公用事业	600292	中电远达
公用事业	600310	桂东电力
公用事业	600323	瀚蓝环境
公用事业	600333	长春燃气
公用事业	600396	金山股份
公用事业	600452	涪陵电力
公用事业	600461	洪城水业
公用事业	600505	西昌电力
公用事业	600509	天富能源
公用事业	600578	京能电力
公用事业	600617	国新能源
公用事业	600642	申能股份
公用事业	600644	乐山电力
公用事业	600656	博元投资
公用事业	600674	川投能源
公用事业	600719	大连热电
公用事业	600726	华电能源
公用事业	600744	华银电力
公用事业	600758	红阳能源
公用事业	600769	祥龙电业
公用事业	600780	通宝能源
公用事业	600795	国电电力
公用事业	600863	内蒙华电
公用事业	600864	哈投股份
公用事业	600868	梅雁吉祥
公用事业	600874	创业环保
公用事业	600886	国投电力
公用事业	600900	长江电力
公用事业	600917	重庆燃气
公用事业	600969	郴电国际
公用事业	600979	广安爱众
公用事业	600982	宁波热电
公用事业	600995	文山电力
公用事业	601016	节能风电
公用事业	601139	深圳燃气
公用事业	601158	重庆水务
公用事业	601199	江南水务
公用事业	601991	大唐发电
公用事业	603126	中材节能
国防军工	000738	中航动控
国防军工	000768	中航飞机
国防军工	002013	中航机电
国防军工	002023	海特高新
国防军工	002151	北斗星通
国防军工	002190	成飞集成
国防军工	002297	博云新材
国防军工	002608	舜天船舶
国防军工	300008	上海佳豪
国防军工	300101	振芯科技
国防军工	300123	太阳鸟
国防军工	600038	哈飞股份
国防军工	600072	*ST钢构
国防军工	600118	中国卫星
国防军工	600150	中国船舶
国防军工	600184	光电股份
国防军工	600316	洪都航空
国防军工	600343	航天动力
国防军工	600372	中航电子
国防军工	600391	成发科技
国防军工	600435	北方导航
国防军工	600677	航天通信
国防军工	600685	广船国际
国防军工	600760	中航黑豹
国防军工	600879	航天电子
国防军工	600893	航空动力
国防军工	600990	四创电子
国防军工	601890	亚星锚链
国防军工	601989	中国重工
化工	000059	华锦股份
化工	000096	广聚能源
化工	000155	川化股份
化工	000407	胜利股份
化工	000420	吉林化纤
化工	000422	湖北宜化
化工	000510	金路集团
化工	000523	广州浪奇
化工	000525	红太阳
化工	000545	金浦钛业
化工	000553	沙隆达A
化工	000554	泰山石油
化工	000565	渝三峡A
化工	000584	友利控股
化工	000589	黔轮胎A
化工	000599	青岛双星
化工	000615	湖北金环
化工	000627	天茂集团
化工	000635	英力特
化工	000637	茂化实华
化工	000662	索芙特
化工	000677	恒天海龙
化工	000687	恒天天鹅
化工	000698	沈阳化工
化工	000703	恒逸石化
化工	000707	双环科技
化工	000731	四川美丰
化工	000737	南风化工
化工	000755	*ST三维
化工	000782	美达股份
化工	000792	盐湖股份
化工	000818	方大化工
化工	000819	岳阳兴长
化工	000822	*ST海化
化工	000830	鲁西化工
化工	000859	国风塑业
化工	000912	泸天化
化工	000936	华西股份
化工	000949	新乡化纤
化工	000950	建峰化工
化工	000953	河池化工
化工	000973	佛塑科技
化工	000976	春晖股份
化工	000985	大庆华科
化工	002002	鸿达兴业
化工	002004	华邦颖泰
化工	002010	传化股份
化工	002015	*ST霞客
化工	002018	华星化工
化工	002037	久联发展
化工	002053	云南盐化
化工	002054	德美化工
化工	002061	江山化工
化工	002064	华峰氨纶
化工	002068	黑猫股份
化工	002080	中材科技
化工	002092	中泰化学
化工	002096	南岭民爆
化工	002108	沧州明珠
化工	002109	兴化股份
化工	002125	湘潭电化
化工	002127	*ST新民
化工	002136	安纳达
化工	002145	中核钛白
化工	002165	红宝丽
化工	002170	芭田股份
化工	002172	澳洋科技
化工	002192	路翔股份
化工	002201	九鼎新材
化工	002206	海利得
化工	002211	宏达新材
化工	002215	诺普信
化工	002217	*ST合泰
化工	002221	东华能源
化工	002224	三力士
化工	002226	江南化工
化工	002246	北化股份
化工	002250	联化科技
化工	002254	泰和新材
化工	002256	彩虹精化
化工	002258	利尔化学
化工	002274	华昌化工
化工	002319	乐通股份
化工	002324	普利特
化工	002326	永太科技
化工	002343	禾欣股份
化工	002360	同德化工
化工	002361	神剑股份
化工	002377	国创高新
化工	002381	双箭股份
化工	002382	蓝帆医疗
化工	002386	天原集团
化工	002391	长青股份
化工	002395	双象股份
化工	002407	多氟多
化工	002408	齐翔腾达
化工	002409	雅克科技
化工	002411	九九久
化工	002427	尤夫股份
化工	002440	闰土股份
化工	002442	龙星化工
化工	002450	康得新
化工	002453	天马精化
化工	002455	百川股份
化工	002464	金利科技
化工	002470	金正大
化工	002476	宝莫股份
化工	002493	荣盛石化
化工	002496	辉丰股份
化工	002497	雅化集团
化工	002513	蓝丰生化
化工	002538	司尔特
化工	002539	新都化工
化工	002549	凯美特气
化工	002556	辉隆股份
化工	002562	兄弟科技
化工	002581	万昌科技
化工	002584	西陇化工
化工	002588	史丹利
化工	002591	恒大高新
化工	002597	金禾实业
化工	002601	佰利联
化工	002632	道明光学
化工	002637	赞宇科技
化工	002643	烟台万润
化工	002648	卫星石化
化工	002666	德联集团
化工	002669	康达新材
化工	002683	宏大爆破
化工	002709	天赐材料
化工	300019	硅宝科技
化工	300031	宝通带业
化工	300037	新宙邦
化工	300041	回天新材
化工	300054	鼎龙股份
化工	300063	天龙集团
化工	300067	安诺其
化工	300072	三聚环保
化工	300073	当升科技
化工	300082	奥克股份
化工	300107	建新股份
化工	300108	双龙股份
化工	300109	新开源
化工	300121	阳谷华泰
化工	300132	青松股份
化工	300135	宝利沥青
化工	300163	先锋新材
化工	300169	天晟新材
化工	300174	元力股份
化工	300180	华峰超纤
化工	300192	科斯伍德
化工	300196	长海股份
化工	300200	高盟新材
化工	300214	日科化学
化工	300218	安利股份
化工	300221	银禧科技
化工	300225	金力泰
化工	300230	永利带业
化工	300236	上海新阳
化工	300243	瑞丰高材
化工	300285	国瓷材料
化工	300305	裕兴股份
化工	300320	海达股份
化工	300321	同大股份
化工	300325	德威新材
化工	300343	联创节能
化工	300387	富邦股份
化工	300398	飞凯材料
化工	300405	科隆精化
化工	300409	道氏技术
化工	600028	中国石化
化工	600061	中纺投资
化工	600063	皖维高新
化工	600074	中达股份
化工	600075	*ST新业
化工	600078	澄星股份
化工	600091	ST明科
化工	600096	云天化
化工	600141	兴发集团
化工	600143	金发科技
化工	600155	宝硕股份
化工	600160	巨化股份
化工	600176	中国玻纤
化工	600182	S佳通
化工	600227	赤天化
化工	600228	*ST昌九
化工	600229	青岛碱业
化工	600230	沧州大化
化工	600249	两面针
化工	600251	冠农股份
化工	600256	广汇能源
化工	600281	太化股份
化工	600299	*ST新材
化工	600301	ST南化
化工	600309	万华化学
化工	600315	上海家化
化工	600319	亚星化学
化工	600328	兰太实业
化工	600339	天利高新
化工	600352	浙江龙盛
化工	600367	红星发展
化工	600378	天科股份
化工	600387	海越股份
化工	600389	江山股份
化工	600409	三友化工
化工	600423	柳化股份
化工	600426	华鲁恒升
化工	600444	国通管业
化工	600458	时代新材
化工	600469	风神股份
化工	600470	六国化工
化工	600486	扬农化工
化工	600500	中化国际
化工	600527	江南高纤
化工	600538	国发股份
化工	600589	广东榕泰
化工	600596	新安股份
化工	600618	氯碱化工
化工	600623	双钱股份
化工	600636	三爱富
化工	600688	上海石化
化工	600691	阳煤化工
化工	600722	金牛化工
化工	600725	云维股份
化工	600727	鲁北化工
化工	600731	湖南海利
化工	600746	江苏索普
化工	600803	威远生化
化工	600810	神马股份
化工	600844	丹化科技
化工	600871	*ST仪化
化工	600889	南京化纤
化工	600985	雷鸣科化
化工	601058	赛轮股份
化工	601113	华鼎股份
化工	601208	东材科技
化工	601216	内蒙君正
化工	601233	桐昆股份
化工	601678	滨化股份
化工	603002	宏昌电子
化工	603003	龙宇燃油
化工	603010	万盛股份
化工	603077	和邦股份
化工	603188	亚邦股份
